weekday;hour;minute;100 kW ≤ P < 200 kW;12 kW ≤ P < 25 kW;25 kW ≤ P < 100 kW;4 kW ≤ P < 12 kW;P < 4 kW;P ≥ 200 kW
3;5;0;0.008421345675360604;0.006718431528438485;0.005633355813861229;0.0035899858290033065;0.00675338263619718;0.009881616280207416
3;6;0;0.014543319054856984;0.011763955585625721;0.009314462376265707;0.0061167202999247655;0.011922077302749232;0.017451489309108885
3;7;0;0.018755269542474664;0.012223238176443201;0.012970285335028208;0.007743977959204306;0.016530888535258772;0.022958931222167245
3;8;0;0.024701565810552426;0.012202356605683506;0.014409335625898469;0.010512682341151668;0.015445133576272413;0.028217833866282616
3;9;0;0.028415150159964223;0.013695137929603435;0.01860974893222752;0.015574966367925422;0.015755573114958215;0.032807850274218536
3;10;0;0.03267962602661892;0.0144381946860644;0.020628233764030647;0.01550586716953708;0.013201640497973646;0.036384114392047404
3;11;0;0.03122235520632773;0.01430690394926258;0.020754173700464656;0.013640442716123243;0.013332059062455201;0.036528566899948794
3;12;0;0.03355774569683509;0.01384084447705557;0.02098192213047209;0.01299829964103533;0.013722291526724882;0.036786880342945444
3;13;0;0.0333759458245517;0.01386195452246969;0.02054128606312743;0.013179841262847828;0.01289822043349658;0.03943213744064046
3;14;0;0.034509992445573796;0.014257502889148479;0.021523281960657708;0.013365650531271953;0.0153304729306272;0.03872503765609057
3;15;0;0.03619598128268649;0.014457497305687966;0.02336533236732476;0.013505504344207513;0.015546784751636504;0.04169914263445051
3;16;0;0.03362197266946286;0.014121885026681503;0.021434013375095234;0.013952563807264041;0.017306910812038345;0.037894736842105266
3;17;0;0.03322225070494745;0.012668845712293823;0.017892722685375943;0.012667349338187887;0.013998753535644087;0.03594914511179308
3;18;0;0.023246174570826568;0.010007063110973937;0.01500296411145059;0.011225232205455765;0.009820203624810456;0.026187620842409262
3;19;0;0.018225834342037006;0.008166694246976901;0.011202554137217186;0.011351483965124618;0.006511071214841412;0.020236170317017
3;20;0;0.0128455058135487;0.006512777824231752;0.007701124115697533;0.008730861698089334;0.0051832121517529335;0.014311358103622102
3;21;0;0.008452939552856748;0.004641700757150879;0.005299488616225886;0.007041198501872659;0.003212427780308297;0.008583690987124463
3;22;0;0.005803810477950702;0.0029471405808525735;0.0038891036866883486;0.003646627965626459;0.002401883076331844;0.0066711140760507
3;23;0;0.0040738119486975885;0.001993752408961195;0.0022635262585937984;0.003291869649529395;0.001142748309684792;0.004386289150094872
